[2019-03-17 09:32:23,495] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {"username": "karyadi", "password": "123456"}, "response": {"token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NTI3ODk5NDMsIm5iZiI6MTU1Mjc4OTk0MywianRpIjoiMjAzZDIwZTMtZTkzMi00MjA4LWE2MTgtYTk2YjYxYWMzMDE0IiwiZXhwIjoxNTUyODc2MzQzLCJpZGVudGl0eSI6eyJpZCI6MSwidXNlcm5hbWUiOiJrYXJ5YWRpIiwicGFzc3dvcmQiOiIxMjM0NTYiLCJzdGF0dXMiOiJ1c2VyIn0sImZyZXNoIjpmYWxzZSwidHlwZSI6ImFjY2VzcyIsInVzZXJfY2xhaW1zIjp7ImlkIjoxLCJ1c2VybmFtZSI6ImthcnlhZGkiLCJwYXNzd29yZCI6IjEyMzQ1NiIsInN0YXR1cyI6InVzZXIifX0.Vs10rKmkifUZoEb6wjDSby6zlGejT3fSizz7CLYWP9M"}}
[2019-03-17 09:45:48,848] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {"username": "karadi", "password": "123456"}, "response": {"status": "UNAUTHORIZED", "message": "invalid key or secret"}}
[2019-03-17 09:45:54,599] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {"username": "karyadi", "password": "123456"}, "response": {"status": "oke", "token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NTI3OTA3NTQsIm5iZiI6MTU1Mjc5MDc1NCwianRpIjoiMzdiY2Q1N2QtZjU4Mi00MjBmLThlZjQtYjUxZjZmZDE4OGE2IiwiZXhwIjoxNTUyODc3MTU0LCJpZGVudGl0eSI6eyJpZCI6MSwidXNlcm5hbWUiOiJrYXJ5YWRpIiwicGFzc3dvcmQiOiIxMjM0NTYiLCJzdGF0dXMiOiJ1c2VyIn0sImZyZXNoIjpmYWxzZSwidHlwZSI6ImFjY2VzcyIsInVzZXJfY2xhaW1zIjp7ImlkIjoxLCJ1c2VybmFtZSI6ImthcnlhZGkiLCJwYXNzd29yZCI6IjEyMzQ1NiIsInN0YXR1cyI6InVzZXIifX0.e_vnXojAweiQUY4QgpcJlIUU5dzuGk99x1MeQLuyXQo"}}
[2019-03-17 09:48:07,831] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "data": {"id": 1, "username": "karyadi", "password": "123456", "status": "user"}}}
[2019-03-17 09:50:04,657] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	PUT {"request": {"nama": "ryuji", "password": "456789"}, "response": {"msg": "Missing Authorization Header"}}
[2019-03-17 09:50:28,115] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	PUT {"request": {"nama": "ryuji", "password": "456789"}, "response": {"status": "Success Updated User Data", "data": {"id": 1, "username": "karyadi", "password": "456789", "status": "user"}}}
[2019-03-17 09:57:49,737] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	DELETE {"request": null, "response": {"status": "Success deleted", "data": {"id": 1, "username": "karyadi", "password": "456789", "status": "user"}}}
[2019-03-17 10:17:16,121] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"page": 1, "total_page": 6, "per_page": 5, "hasil": []}}
[2019-03-17 10:19:44,355] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "data": {"page": 1, "total_page": 6, "per_page": 5, "hasil": []}}}
[2019-03-17 10:20:36,377] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": [{"status": "oke"}, {"page": 1, "total_page": 6, "per_page": 5, "hasil": []}, 200, {"Content-Text": "application/json"}]}
[2019-03-17 10:21:59,319] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "page": 1, "total_page": 6, "per_page": 5, "hasil": []}}
[2019-03-17 10:22:24,605] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "page": 1, "total_page": 6, "per_page": 5, "data": []}}
[2019-03-17 10:24:23,913] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "page": 1, "total_page": 6, "per_page": 5, "data": [{"id": 1, "user_id": 1, "product_id": 3, "qty": 1, "price": 40000, "total_price": 40000, "status_pembayaran": null}]}}
[2019-03-17 10:56:53,888] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {"username": "chusna", "password": "123456"}, "response": {"status": "oke", "token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NTI3OTUwMTMsIm5iZiI6MTU1Mjc5NTAxMywianRpIjoiNzkwMzc5ZTQtNjFjZi00ZThhLTkzMGQtMDdlNTk2ZDQwODdiIiwiZXhwIjoxNTUyODgxNDEzLCJpZGVudGl0eSI6eyJpZCI6MiwidXNlcm5hbWUiOiJjaHVzbmEiLCJwYXNzd29yZCI6IjEyMzQ1NiIsInN0YXR1cyI6ImNsaWVudCJ9LCJmcmVzaCI6ZmFsc2UsInR5cGUiOiJhY2Nlc3MiLCJ1c2VyX2NsYWltcyI6eyJpZCI6MiwidXNlcm5hbWUiOiJjaHVzbmEiLCJwYXNzd29yZCI6IjEyMzQ1NiIsInN0YXR1cyI6ImNsaWVudCJ9fQ.gRikU_DjmCt4euoSSCFqkOB4hP2i130xHYRLISx0ZUY"}}
[2019-03-17 10:57:32,039] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"message": "The requested URL was not found on the server.  If you entered the URL manually please check your spelling and try again."}}
[2019-03-17 11:00:30,037] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "data": {"id": 2, "username": "chusna", "password": "123456", "status": "client"}}}
[2019-03-17 11:15:52,550] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	POST {"request": {"nama": "sapi betina", "deskripsi": "ya begitulah"}, "response": {"msg": "Missing Authorization Header"}}
[2019-03-17 11:16:42,975] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	POST {"request": {"nama": "sapi betina", "deskripsi": "ya begitulah"}, "response": {"status": "oke"}}
[2019-03-17 11:21:37,173] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	POST {"request": {"nama": "sapi sapian", "deskripsi": "ya hskahsak begitulah"}, "response": {"status": "oke", "data": {"id": 1, "nama": "sapi betina", "vendor": null, "deskripsi": "ya begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}}}
[2019-03-17 11:22:24,495] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "page": 1, "total_page": 6, "per_page": 5, "data": [{"id": 1, "nama": "sapi betina", "vendor": null, "deskripsi": "ya begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 2, "nama": "sapi betina", "vendor": null, "deskripsi": "ya begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 3, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 4, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 5, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}]}}
[2019-03-17 11:22:48,988] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	POST {"request": {"nama": "sapi sapian", "deskripsi": "ya hskahsak kjakdbegitulah"}, "response": {"status": "oke", "data": {"id": 1, "nama": "sapi betina", "vendor": null, "deskripsi": "ya begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}}}
[2019-03-17 11:29:01,944] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	POST {"request": {"nama": "sapi sapian", "deskripsi": "ya hskahsak kjakdbegitulah"}, "response": {"status": "oke", "data": {"id": 1, "nama": "sapi betina", "vendor": null, "deskripsi": "ya begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}}}
[2019-03-17 11:35:16,148] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "page": 1, "total_page": 6, "per_page": 5, "data": [{"id": 1, "nama": "sapi betina", "vendor": null, "deskripsi": "ya begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 2, "nama": "sapi betina", "vendor": null, "deskripsi": "ya begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 3, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 4, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 5, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}]}}
[2019-03-17 11:35:42,606] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	POST {"request": {"nama": "sapi sapian", "deskripsi": "ya hskahsak kjakdbegitulah"}, "response": {"status": "oke", "data": {"id": 14, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak kjakdbegitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}}}
[2019-03-17 11:41:05,230] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	POST {"request": {"nama": "sapi sapian", "deskripsi": "ya hskahsak kjakdbegitulah"}, "response": {"status": "oke", "data": {"id": 15, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak kjakdbegitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}}}
[2019-03-17 11:41:35,265] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "page": 1, "total_page": 6, "per_page": 5, "data": {"id": 15, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak kjakdbegitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}}}
[2019-03-17 11:42:00,936] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "data": {"id": 15, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak kjakdbegitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}}}
[2019-03-17 11:42:20,104] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "page": 1, "total_page": 6, "per_page": 5, "data": [{"id": 1, "nama": "sapi betina", "vendor": null, "deskripsi": "ya begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 2, "nama": "sapi betina", "vendor": null, "deskripsi": "ya begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 3, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 4, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 5, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}]}}
[2019-03-17 11:44:04,660] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	PUT {"request": {"nama": "kambing", "deskripsi": "ini kambing"}, "response": {"status": "oke", "data": {"id": 15, "nama": "kambing", "vendor": null, "deskripsi": "ini kambing", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}}}
[2019-03-17 11:44:24,333] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "data": {"id": 15, "nama": "kambing", "vendor": null, "deskripsi": "ini kambing", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}}}
[2019-03-17 11:44:30,141] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "page": 1, "total_page": 6, "per_page": 5, "data": [{"id": 1, "nama": "sapi betina", "vendor": null, "deskripsi": "ya begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 2, "nama": "sapi betina", "vendor": null, "deskripsi": "ya begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 3, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 4, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 5, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}]}}
[2019-03-17 11:45:22,970] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	DELETE {"request": null, "response": {"msg": "Missing Authorization Header"}}
[2019-03-17 11:46:25,397] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	DELETE {"request": null, "response": {"status": "DATA_NOT_FOUND"}}
[2019-03-17 11:47:34,383] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	DELETE {"request": null, "response": {"status": "oke", "data": {"id": 14, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak kjakdbegitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}}}
[2019-03-17 11:47:47,274] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	PUT {"request": {"nama": "kambing", "deskripsi": "ini kambing"}, "response": {"status": "NOT_FOUND"}}
[2019-03-17 11:47:51,987] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	PUT {"request": {"nama": "kambing", "deskripsi": "ini kambing"}, "response": {"status": "NOT_FOUND"}}
[2019-03-17 12:19:33,303] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	PUT {"request": {"nama": "kambing", "deskripsi": "ini kambing"}, "response": {"status": "oke", "data": {"id": 2, "nama": "kambing", "vendor": null, "deskripsi": "ini kambing", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}}}
[2019-03-17 12:20:25,899] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "page": 1, "total_page": 6, "per_page": 5, "data": [{"id": 1, "nama": "sapi betina", "vendor": null, "deskripsi": "ya begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 2, "nama": "kambing", "vendor": null, "deskripsi": "ini kambing", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 3, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 4, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}, {"id": 5, "nama": "sapi sapian", "vendor": null, "deskripsi": "ya hskahsak begitulah", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 2}]}}
[2019-03-17 12:23:38,483] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"status": "oke", "page": 1, "total_page": 6, "per_page": 5, "data": [{"id": 1, "user_id": 1, "product_id": 3, "qty": 1, "price": 40000, "total_price": 40000, "status_pembayaran": null}]}}
[2019-03-17 12:47:50,138] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {"username": "chusna", "password": "123456"}, "response": {"status": "oke", "token": "eyJ0eXAiOiJKV1QiLCJhbGciOiJIUzI1NiJ9.eyJpYXQiOjE1NTI4MDE2NzAsIm5iZiI6MTU1MjgwMTY3MCwianRpIjoiZTQ3NGZlZmMtMjBmZC00ZjFkLTgwZTQtZGI1OTBmYjNkM2M5IiwiZXhwIjoxNTUyODg4MDcwLCJpZGVudGl0eSI6eyJpZCI6MSwidXNlcm5hbWUiOiJjaHVzbmEiLCJwYXNzd29yZCI6IjEyMzQ1NiIsInN0YXR1cyI6ImNsaWVudCJ9LCJmcmVzaCI6ZmFsc2UsInR5cGUiOiJhY2Nlc3MiLCJ1c2VyX2NsYWltcyI6eyJpZCI6MSwidXNlcm5hbWUiOiJjaHVzbmEiLCJwYXNzd29yZCI6IjEyMzQ1NiIsInN0YXR1cyI6ImNsaWVudCJ9fQ.mu5e3WgXtswmTkd-_TazuTQtd3_f4kqW8xG3ZLBDlSc"}}
[2019-03-17 12:48:52,376] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	POST {"request": {"nama": "sapi", "deskripsi": "ya sapi"}, "response": {"status": "oke", "data": {"id": 1, "nama": "sapi", "vendor": null, "deskripsi": "ya sapi", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 1}}}
[2019-03-17 12:49:19,144] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:37} WARNING - REQUEST LOG	POST {"request": {"nama": "kambing", "deskripsi": "ya kambing"}, "response": {"status": "oke", "data": {"id": 2, "nama": "kambing", "vendor": null, "deskripsi": "ya kambing", "product_type_id": 0, "price": 0, "status": null, "url_picture": null, "qty": 0, "client_id": 1}}}
[2019-03-17 12:50:13,851] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {}, "response": {"msg": "Missing Authorization Header"}}
[2019-03-17 12:52:54,530] {/home/alphatech/Documents/weekend-project/rest-api/blueprints/__init__.py:35} WARNING - REQUEST LOG	GET {"request": {"username": "karyadi", "password": "123456"}, "response": {"status": "UNAUTHORIZED", "message": "invalid key or secret"}}
